Contest	Selection	CountItemType	Count
GASTON COUNTY UNFORTIFIED WINE ELECTION	For	election-day	19094
GASTON COUNTY UNFORTIFIED WINE ELECTION	For	provisional	189
GASTON COUNTY UNFORTIFIED WINE ELECTION	For	total	40243
GRAHAM COUNTY LOCAL SALES AND USE TAX	Against	absentee-mail	45
GRAHAM COUNTY LOCAL SALES AND USE TAX	Against	early	715
GRAHAM COUNTY LOCAL SALES AND USE TAX	Against	election-day	562
GRAHAM COUNTY LOCAL SALES AND USE TAX	Against	provisional	1
GRAHAM COUNTY LOCAL SALES AND USE TAX	Against	total	1323
GRAHAM COUNTY LOCAL SALES AND USE TAX	For	absentee-mail	47
GRAHAM COUNTY LOCAL SALES AND USE TAX	For	early	1206
GRAHAM COUNTY LOCAL SALES AND USE TAX	For	election-day	946
GRAHAM COUNTY LOCAL SALES AND USE TAX	For	provisional	0
GRAHAM COUNTY LOCAL SALES AND USE TAX	For	total	2199
IREDELL COUNTY LOCAL SALES AND USE TAX	Against	absentee-mail	1671
IREDELL COUNTY LOCAL SALES AND USE TAX	Against	early	22280
IREDELL COUNTY LOCAL SALES AND USE TAX	Against	election-day	19743
IREDELL COUNTY LOCAL SALES AND USE TAX	Against	provisional	83
IREDELL COUNTY LOCAL SALES AND USE TAX	Against	total	43777
IREDELL COUNTY LOCAL SALES AND USE TAX	For	absentee-mail	664
IREDELL COUNTY LOCAL SALES AND USE TAX	For	early	9840
IREDELL COUNTY LOCAL SALES AND USE TAX	For	election-day	9430
IREDELL COUNTY LOCAL SALES AND USE TAX	For	provisional	34
IREDELL COUNTY LOCAL SALES AND USE TAX	For	total	19968
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	No	absentee-mail	527
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	No	early	11020
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	No	election-day	12269
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	No	provisional	90
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	No	total	23906
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	Yes	absentee-mail	748
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	Yes	early	18375
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	Yes	election-day	19762
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	Yes	provisional	168
JOHNSTON COUNTY COMMUNITY COLLEGE BONDS	Yes	total	39053
JOHNSTON COUNTY SCHOOL BONDS	No	absentee-mail	490
JOHNSTON COUNTY SCHOOL BONDS	No	early	10549
JOHNSTON COUNTY SCHOOL BONDS	No	election-day	11606
JOHNSTON COUNTY SCHOOL BONDS	No	provisional	81
JOHNSTON COUNTY SCHOOL BONDS	No	total	22726
JOHNSTON COUNTY SCHOOL BONDS	Yes	absentee-mail	788
JOHNSTON COUNTY SCHOOL BONDS	Yes	early	18913
JOHNSTON COUNTY SCHOOL BONDS	Yes	election-day	20541
JOHNSTON COUNTY SCHOOL BONDS	Yes	provisional	173
JOHNSTON COUNTY SCHOOL BONDS	Yes	total	40415
LENOIR COUNTY LOCAL SALES AND USE TAX	Against	absentee-mail	126
LENOIR COUNTY LOCAL SALES AND USE TAX	Against	early	6181
LENOIR COUNTY LOCAL SALES AND USE TAX	Against	election-day	3722
LENOIR COUNTY LOCAL SALES AND USE TAX	Against	provisional	13
LENOIR COUNTY LOCAL SALES AND USE TAX	Against	total	10042
LENOIR COUNTY LOCAL SALES AND USE TAX	For	absentee-mail	160
LENOIR COUNTY LOCAL SALES AND USE TAX	For	early	5990
LENOIR COUNTY LOCAL SALES AND USE TAX	For	election-day	3283
LENOIR COUNTY LOCAL SALES AND USE TAX	For	provisional	6
LENOIR COUNTY LOCAL SALES AND USE TAX	For	total	9439
MADISON COUNTY LOCAL SALES AND USE TAX	Against	absentee-mail	74
MADISON COUNTY LOCAL SALES AND USE TAX	Against	early	2775
MADISON COUNTY LOCAL SALES AND USE TAX	Against	election-day	1968
MADISON COUNTY LOCAL SALES AND USE TAX	Against	provisional	24
MADISON COUNTY LOCAL SALES AND USE TAX	Against	total	4841
MADISON COUNTY LOCAL SALES AND USE TAX	For	absentee-mail	71
MADISON COUNTY LOCAL SALES AND USE TAX	For	early	2568
MADISON COUNTY LOCAL SALES AND USE TAX	For	election-day	1535
MADISON COUNTY LOCAL SALES AND USE TAX	For	provisional	21
MADISON COUNTY LOCAL SALES AND USE TAX	For	total	4195
MAXIMUM INCOME TAX RATE OF 7.0%	Against	absentee-mail	44101
MAXIMUM INCOME TAX RATE OF 7.0%	Against	early	895950
MAXIMUM INCOME TAX RATE OF 7.0%	Against	election-day	610994
MAXIMUM INCOME TAX RATE OF 7.0%	Against	provisional	6560
MAXIMUM INCOME TAX RATE OF 7.0%	Against	total	1557605
MAXIMUM INCOME TAX RATE OF 7.0%	For	absentee-mail	49969
MAXIMUM INCOME TAX RATE OF 7.0%	For	early	1025510
MAXIMUM INCOME TAX RATE OF 7.0%	For	election-day	1008453
MAXIMUM INCOME TAX RATE OF 7.0%	For	provisional	10787
MAXIMUM INCOME TAX RATE OF 7.0%	For	total	2094719
MCDOWELL COUNTY LOCAL SALES AND USE TAX	Against	absentee-mail	138
MCDOWELL COUNTY LOCAL SALES AND USE TAX	Against	early	4775
MCDOWELL COUNTY LOCAL SALES AND USE TAX	Against	election-day	4569
MCDOWELL COUNTY LOCAL SALES AND USE TAX	Against	provisional	60
MCDOWELL COUNTY LOCAL SALES AND USE TAX	Against	total	9542
MCDOWELL COUNTY LOCAL SALES AND USE TAX	For	absentee-mail	53
MCDOWELL COUNTY LOCAL SALES AND USE TAX	For	early	2483
MCDOWELL COUNTY LOCAL SALES AND USE TAX	For	election-day	2053
MCDOWELL COUNTY LOCAL SALES AND USE TAX	For	provisional	27
MCDOWELL COUNTY LOCAL SALES AND USE TAX	For	total	4616
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	Against	absentee-mail	2
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	Against	early	0
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	Against	election-day	102
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	Against	provisional	5
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	Against	total	109
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	For	absentee-mail	0
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	For	early	1
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	For	election-day	164
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	For	provisional	3
MONTGOMERY COUNTY - WADEVILLE RURAL FIRE PROTECTION DISTRICT	For	total	168
MOORE COUNTY LOCAL SALES AND USE TAX	Against	absentee-mail	718
MOORE COUNTY LOCAL SALES AND USE TAX	Against	early	7303
MOORE COUNTY LOCAL SALES AND USE TAX	Against	election-day	8215
MOORE COUNTY LOCAL SALES AND USE TAX	Against	provisional	57
MOORE COUNTY LOCAL SALES AND USE TAX	Against	total	16293
MOORE COUNTY LOCAL SALES AND USE TAX	For	absentee-mail	656
MOORE COUNTY LOCAL SALES AND USE TAX	For	early	11415
MOORE COUNTY LOCAL SALES AND USE TAX	For	election-day	11160
MOORE COUNTY LOCAL SALES AND USE TAX	For	provisional	89
MOORE COUNTY LOCAL SALES AND USE TAX	For	total	23320
NONPARTISAN JUDICIAL MERIT COMMISSION	Against	absentee-mail	61407
NONPARTISAN JUDICIAL MERIT COMMISSION	Against	early	1291745
NONPARTISAN JUDICIAL MERIT COMMISSION	Against	election-day	1022339
NONPARTISAN JUDICIAL MERIT COMMISSION	Against	provisional	10030
NONPARTISAN JUDICIAL MERIT COMMISSION	Against	total	2385521
NONPARTISAN JUDICIAL MERIT COMMISSION	For	absentee-mail	31044
NONPARTISAN JUDICIAL MERIT COMMISSION	For	early	590920
NONPARTISAN JUDICIAL MERIT COMMISSION	For	election-day	554362
NONPARTISAN JUDICIAL MERIT COMMISSION	For	provisional	6628
NONPARTISAN JUDICIAL MERIT COMMISSION	For	total	1182954
North Carolina;General Assembly House of Representatives District 1	Edward C. Goodwin	absentee-mail	167
North Carolina;General Assembly House of Representatives District 1	Edward C. Goodwin	early	7139
North Carolina;General Assembly House of Representatives District 1	Edward C. Goodwin	election-day	7376
North Carolina;General Assembly House of Representatives District 1	Edward C. Goodwin	provisional	67
North Carolina;General Assembly House of Representatives District 1	Edward C. Goodwin	total	14749
North Carolina;General Assembly House of Representatives District 1	Ronald (Ron) Wesson	absentee-mail	174
North Carolina;General Assembly House of Representatives District 1	Ronald (Ron) Wesson	early	6708
North Carolina;General Assembly House of Representatives District 1	Ronald (Ron) Wesson	election-day	6037
North Carolina;General Assembly House of Representatives District 1	Ronald (Ron) Wesson	provisional	107
North Carolina;General Assembly House of Representatives District 1	Ronald (Ron) Wesson	total	13026
North Carolina;General Assembly House of Representatives District 10	John Bell	absentee-mail	202
North Carolina;General Assembly House of Representatives District 10	John Bell	early	9767
North Carolina;General Assembly House of Representatives District 10	John Bell	election-day	8815
North Carolina;General Assembly House of Representatives District 10	John Bell	provisional	52
North Carolina;General Assembly House of Representatives District 10	John Bell	total	18836
North Carolina;General Assembly House of Representatives District 10	Tracy Blackmon	absentee-mail	261
North Carolina;General Assembly House of Representatives District 10	Tracy Blackmon	early	4939
North Carolina;General Assembly House of Representatives District 10	Tracy Blackmon	election-day	3109
North Carolina;General Assembly House of Representatives District 10	Tracy Blackmon	provisional	20
North Carolina;General Assembly House of Representatives District 10	Tracy Blackmon	total	8329
North Carolina;General Assembly House of Representatives District 100	John Autry	absentee-mail	388
North Carolina;General Assembly House of Representatives District 100	John Autry	early	8853
North Carolina;General Assembly House of Representatives District 100	John Autry	election-day	7465
North Carolina;General Assembly House of Representatives District 100	John Autry	provisional	49
North Carolina;General Assembly House of Representatives District 100	John Autry	total	16755
North Carolina;General Assembly House of Representatives District 100	Nancy Campbell	absentee-mail	220
North Carolina;General Assembly House of Representatives District 100	Nancy Campbell	early	3067
North Carolina;General Assembly House of Representatives District 100	Nancy Campbell	election-day	3600
North Carolina;General Assembly House of Representatives District 100	Nancy Campbell	provisional	14
North Carolina;General Assembly House of Representatives District 100	Nancy Campbell	total	6901
North Carolina;General Assembly House of Representatives District 101	Carolyn Logan	absentee-mail	439
North Carolina;General Assembly House of Representatives District 101	Carolyn Logan	early	12169
North Carolina;General Assembly House of Representatives District 101	Carolyn Logan	election-day	10675
North Carolina;General Assembly House of Representatives District 101	Carolyn Logan	provisional	52
North Carolina;General Assembly House of Representatives District 101	Carolyn Logan	total	23335
North Carolina;General Assembly House of Representatives District 101	Steve Mauney	absentee-mail	200
North Carolina;General Assembly House of Representatives District 101	Steve Mauney	early	2472
North Carolina;General Assembly House of Representatives District 101	Steve Mauney	election-day	3637
North Carolina;General Assembly House of Representatives District 101	Steve Mauney	provisional	10
North Carolina;General Assembly House of Representatives District 101	Steve Mauney	total	6319
North Carolina;General Assembly House of Representatives District 102	Becky Carney	absentee-mail	513
North Carolina;General Assembly House of Representatives District 102	Becky Carney	early	10437
North Carolina;General Assembly House of Representatives District 102	Becky Carney	election-day	10613
North Carolina;General Assembly House of Representatives District 102	Becky Carney	provisional	46
North Carolina;General Assembly House of Representatives District 102	Becky Carney	total	21609
North Carolina;General Assembly House of Representatives District 102	Tyler Norris	absentee-mail	131
North Carolina;General Assembly House of Representatives District 102	Tyler Norris	early	1443
North Carolina;General Assembly House of Representatives District 102	Tyler Norris	election-day	2728
North Carolina;General Assembly House of Representatives District 102	Tyler Norris	provisional	14
North Carolina;General Assembly House of Representatives District 102	Tyler Norris	total	4316
North Carolina;General Assembly House of Representatives District 103	Bill Brawley	absentee-mail	853
North Carolina;General Assembly House of Representatives District 103	Bill Brawley	early	9822
North Carolina;General Assembly House of Representatives District 103	Bill Brawley	election-day	8363
North Carolina;General Assembly House of Representatives District 103	Bill Brawley	provisional	26
North Carolina;General Assembly House of Representatives District 103	Bill Brawley	total	19064
North Carolina;General Assembly House of Representatives District 103	Rachel Hunt	absentee-mail	1335
North Carolina;General Assembly House of Representatives District 103	Rachel Hunt	early	11093
North Carolina;General Assembly House of Representatives District 103	Rachel Hunt	election-day	6675
North Carolina;General Assembly House of Representatives District 103	Rachel Hunt	provisional	31
North Carolina;General Assembly House of Representatives District 103	Rachel Hunt	total	19134
North Carolina;General Assembly House of Representatives District 104	Andy Dulin	absentee-mail	923
North Carolina;General Assembly House of Representatives District 104	Andy Dulin	early	8983
North Carolina;General Assembly House of Representatives District 104	Andy Dulin	election-day	10285
North Carolina;General Assembly House of Representatives District 104	Andy Dulin	provisional	29
North Carolina;General Assembly House of Representatives District 104	Andy Dulin	total	20220
North Carolina;General Assembly House of Representatives District 104	Brandon Lofton	absentee-mail	1370
North Carolina;General Assembly House of Representatives District 104	Brandon Lofton	early	11963
North Carolina;General Assembly House of Representatives District 104	Brandon Lofton	election-day	8358
North Carolina;General Assembly House of Representatives District 104	Brandon Lofton	provisional	25
North Carolina;General Assembly House of Representatives District 104	Brandon Lofton	total	21716
North Carolina;General Assembly House of Representatives District 105	Scott Stone	absentee-mail	668
North Carolina;General Assembly House of Representatives District 105	Scott Stone	early	7847
North Carolina;General Assembly House of Representatives District 105	Scott Stone	election-day	8216
North Carolina;General Assembly House of Representatives District 105	Scott Stone	provisional	22
North Carolina;General Assembly House of Representatives District 105	Scott Stone	total	16753
North Carolina;General Assembly House of Representatives District 105	Wesley Harris	absentee-mail	1077
North Carolina;General Assembly House of Representatives District 105	Wesley Harris	early	10501
North Carolina;General Assembly House of Representatives District 105	Wesley Harris	election-day	6747
North Carolina;General Assembly House of Representatives District 105	Wesley Harris	provisional	37
North Carolina;General Assembly House of Representatives District 105	Wesley Harris	total	18362
North Carolina;General Assembly House of Representatives District 106	Carla Cunningham	absentee-mail	529
North Carolina;General Assembly House of Representatives District 106	Carla Cunningham	early	11009
North Carolina;General Assembly House of Representatives District 106	Carla Cunningham	election-day	8657
North Carolina;General Assembly House of Representatives District 106	Carla Cunningham	provisional	66
North Carolina;General Assembly House of Representatives District 106	Carla Cunningham	total	20261
North Carolina;General Assembly House of Representatives District 106	Geovani Opry Sherow	absentee-mail	200
North Carolina;General Assembly House of Representatives District 106	Geovani Opry Sherow	early	1943
North Carolina;General Assembly House of Representatives District 106	Geovani Opry Sherow	election-day	2740
North Carolina;General Assembly House of Representatives District 106	Geovani Opry Sherow	provisional	9
North Carolina;General Assembly House of Representatives District 106	Geovani Opry Sherow	total	4892
North Carolina;General Assembly House of Representatives District 107	Kelly Alexander	absentee-mail	506
North Carolina;General Assembly House of Representatives District 107	Kelly Alexander	early	13458
North Carolina;General Assembly House of Representatives District 107	Kelly Alexander	election-day	10437
North Carolina;General Assembly House of Representatives District 107	Kelly Alexander	provisional	52
North Carolina;General Assembly House of Representatives District 107	Kelly Alexander	total	24453
North Carolina;General Assembly House of Representatives District 108	John A. Torbett	absentee-mail	282
North Carolina;General Assembly House of Representatives District 108	John A. Torbett	early	8077
North Carolina;General Assembly House of Representatives District 108	John A. Torbett	election-day	7233
North Carolina;General Assembly House of Representatives District 108	John A. Torbett	provisional	62
North Carolina;General Assembly House of Representatives District 108	John A. Torbett	total	15654
North Carolina;General Assembly House of Representatives District 108	Robert Kellogg	absentee-mail	217
North Carolina;General Assembly House of Representatives District 108	Robert Kellogg	early	5948
North Carolina;General Assembly House of Representatives District 108	Robert Kellogg	election-day	4347
North Carolina;General Assembly House of Representatives District 108	Robert Kellogg	provisional	51
North Carolina;General Assembly House of Representatives District 108	Robert Kellogg	total	10563
North Carolina;General Assembly House of Representatives District 109	Dana Bumgardner	absentee-mail	312
North Carolina;General Assembly House of Representatives District 109	Dana Bumgardner	early	8092
North Carolina;General Assembly House of Representatives District 109	Dana Bumgardner	election-day	7952
North Carolina;General Assembly House of Representatives District 109	Dana Bumgardner	provisional	51
North Carolina;General Assembly House of Representatives District 109	Dana Bumgardner	total	16407
North Carolina;General Assembly House of Representatives District 109	Jennie Stultz (Write-In)	absentee-mail	0
North Carolina;General Assembly House of Representatives District 109	Jennie Stultz (Write-In)	early	13
North Carolina;General Assembly House of Representatives District 109	Jennie Stultz (Write-In)	election-day	9
North Carolina;General Assembly House of Representatives District 109	Jennie Stultz (Write-In)	provisional	0
North Carolina;General Assembly House of Representatives District 109	Jennie Stultz (Write-In)	total	22
North Carolina;General Assembly House of Representatives District 109	Susan Maxon	absentee-mail	276
North Carolina;General Assembly House of Representatives District 109	Susan Maxon	early	6540
North Carolina;General Assembly House of Representatives District 109	Susan Maxon	election-day	4533
North Carolina;General Assembly House of Representatives District 109	Susan Maxon	provisional	51
North Carolina;General Assembly House of Representatives District 109	Susan Maxon	total	11400
North Carolina;General Assembly House of Representatives District 109	Write-In (Miscellaneous)	absentee-mail	0
North Carolina;General Assembly House of Representatives District 109	Write-In (Miscellaneous)	early	28
North Carolina;General Assembly House of Representatives District 109	Write-In (Miscellaneous)	election-day	27
North Carolina;General Assembly House of Representatives District 109	Write-In (Miscellaneous)	provisional	0
North Carolina;General Assembly House of Representatives District 109	Write-In (Miscellaneous)	total	55
North Carolina;General Assembly House of Representatives District 11	Allison Dahle	absentee-mail	775
North Carolina;General Assembly House of Representatives District 11	Allison Dahle	early	11728
North Carolina;General Assembly House of Representatives District 11	Allison Dahle	election-day	10522
North Carolina;General Assembly House of Representatives District 11	Allison Dahle	provisional	241
North Carolina;General Assembly House of Representatives District 11	Allison Dahle	total	23266
North Carolina;General Assembly House of Representatives District 11	Travis Groo	absentee-mail	17
North Carolina;General Assembly House of Representatives District 11	Travis Groo	early	368
North Carolina;General Assembly House of Representatives District 11	Travis Groo	election-day	755
North Carolina;General Assembly House of Representatives District 11	Travis Groo	provisional	26
North Carolina;General Assembly House of Representatives District 11	Travis Groo	total	1166
North Carolina;General Assembly House of Representatives District 11	Tyler Brooks	absentee-mail	299
North Carolina;General Assembly House of Representatives District 11	Tyler Brooks	early	3214
North Carolina;General Assembly House of Representatives District 11	Tyler Brooks	election-day	5568
North Carolina;General Assembly House of Representatives District 11	Tyler Brooks	provisional	98
North Carolina;General Assembly House of Representatives District 11	Tyler Brooks	total	9179
North Carolina;General Assembly House of Representatives District 110	Christy McCleary	absentee-mail	154
North Carolina;General Assembly House of Representatives District 110	Christy McCleary	early	4434
North Carolina;General Assembly House of Representatives District 110	Christy McCleary	election-day	3304
North Carolina;General Assembly House of Representatives District 110	Christy McCleary	provisional	27
North Carolina;General Assembly House of Representatives District 110	Christy McCleary	total	7919
North Carolina;General Assembly House of Representatives District 110	Kelly E. Hastings	absentee-mail	266
North Carolina;General Assembly House of Representatives District 110	Kelly E. Hastings	early	8912
North Carolina;General Assembly House of Representatives District 110	Kelly E. Hastings	election-day	7484
North Carolina;General Assembly House of Representatives District 110	Kelly E. Hastings	provisional	46
North Carolina;General Assembly House of Representatives District 110	Kelly E. Hastings	total	16708
North Carolina;General Assembly House of Representatives District 111	David C. Brinkley	absentee-mail	130
