	Name	ReportingUnitType
1718	North Carolina;Henderson County;NE	precinct
1719	North Carolina;Henderson County;ES	precinct
1720	North Carolina;Henderson County;PR	precinct
1721	North Carolina;Henderson County;SW	precinct
1722	North Carolina;Henderson County;BK	precinct
1723	North Carolina;Henderson County;NB	precinct
1724	North Carolina;Henderson County;HV-1	precinct
1725	North Carolina;Henderson County;HV-2	precinct
1726	North Carolina;Henderson County;GM	precinct
1727	North Carolina;Henderson County;CURBSIDE	curbside
1728	North Carolina;Henderson County;ABSENTEE	absentee
1729	North Carolina;Henderson County;BC	precinct
1730	North Carolina;Henderson County;FR	precinct
1731	North Carolina;Henderson County;NW	precinct
1732	North Carolina;Henderson County;EV	precinct
1733	North Carolina;Henderson County;CB	precinct
1734	North Carolina;Henderson County;ED	precinct
1735	North Carolina;Henderson County;HS	precinct
1736	North Carolina;Henderson County;HV-3	precinct
1737	North Carolina;Henderson County;SM	precinct
1738	North Carolina;Henderson County;RR	precinct
1739	North Carolina;Henderson County;MG	precinct
1740	North Carolina;Henderson County;PV	precinct
1741	North Carolina;Henderson County;CC	precinct
1742	North Carolina;Henderson County;GR	precinct
1743	North Carolina;Henderson County;HC	precinct
1744	North Carolina;Henderson County;SB	precinct
1745	North Carolina;Henderson County;NM	precinct
1746	North Carolina;Henderson County;AT	precinct
1747	North Carolina;Henderson County;AR	precinct
1748	North Carolina;Henderson County;EF	precinct
1749	North Carolina;Henderson County;RG	precinct
1750	North Carolina;Henderson County;LJ	precinct
1751	North Carolina;Henderson County;LP	precinct
1752	North Carolina;Henderson County;FL	precinct
1753	North Carolina;Henderson County;CV	precinct
1754	North Carolina;Iredell County;CH-A	precinct
1755	North Carolina;Iredell County;ST6	precinct
1756	North Carolina;Iredell County;TB	precinct
1757	North Carolina;Iredell County;BA	precinct
1758	North Carolina;Iredell County;SH-B	precinct
1759	North Carolina;Iredell County;ST3	precinct
1760	North Carolina;Iredell County;CH-B	precinct
1761	North Carolina;Iredell County;BE	precinct
1762	North Carolina;Iredell County;CC2	precinct
1763	North Carolina;Iredell County;CC4	precinct
1764	North Carolina;Iredell County;CS	precinct
1765	North Carolina;Iredell County;SB	precinct
1766	North Carolina;Iredell County;ST1	precinct
1767	North Carolina;Iredell County;ST4	precinct
1768	North Carolina;Iredell County;NH	precinct
1769	North Carolina;Iredell County;EM	precinct
1770	North Carolina;Iredell County;DV1-B	precinct
1771	North Carolina;Iredell County;CC1	precinct
1772	North Carolina;Iredell County;UG	precinct
1773	North Carolina;Iredell County;SH-A	precinct
1774	North Carolina;Iredell County;DV1-A	precinct
1775	North Carolina;Iredell County;CD	precinct
1776	North Carolina;Iredell County;CC3	precinct
1777	North Carolina;Iredell County;DV2-A	precinct
1778	North Carolina;Iredell County;FT	precinct
1779	North Carolina;Iredell County;OL	precinct
1780	North Carolina;Iredell County;ST2	precinct
1781	North Carolina;Iredell County;ST5	precinct
1782	North Carolina;Iredell County;DV2-B	precinct
1783	North Carolina;Johnston County;PR27A	precinct
1784	North Carolina;Johnston County;PR29B	precinct
1785	North Carolina;Johnston County;PR21	precinct
1786	North Carolina;Johnston County;PR23A	precinct
1787	North Carolina;Johnston County;PR12B	precinct
1788	North Carolina;Johnston County;PR28	precinct
1789	North Carolina;Johnston County;PR36	precinct
1790	North Carolina;Johnston County;PR37	precinct
1791	North Carolina;Johnston County;PR30	precinct
1792	North Carolina;Johnston County;PR11A	precinct
1793	North Carolina;Johnston County;PR08	precinct
1794	North Carolina;Johnston County;PR10A	precinct
1795	North Carolina;Johnston County;PR23B	precinct
1796	North Carolina;Johnston County;ONE STOP BENSON	vote-center
1797	North Carolina;Johnston County;PR14	precinct
1798	North Carolina;Johnston County;PR31A	precinct
1799	North Carolina;Johnston County;PR27B	precinct
1800	North Carolina;Johnston County;PR35	precinct
1801	North Carolina;Johnston County;PR22	precinct
1802	North Carolina;Johnston County;PR25	precinct
1803	North Carolina;Johnston County;PR34	precinct
1804	North Carolina;Johnston County;PROVISIONAL	provisional
1805	North Carolina;Johnston County;PR38	precinct
1806	North Carolina;Johnston County;PR32	precinct
1807	North Carolina;Johnston County;PR31B	precinct
1808	North Carolina;Johnston County;PR33	precinct
1809	North Carolina;Johnston County;PR26	precinct
1810	North Carolina;Johnston County;ONE STOP SMITHFIELD	vote-center
1811	North Carolina;Johnston County;PR12A	precinct
1812	North Carolina;Johnston County;PR24	precinct
1813	North Carolina;Johnston County;PR04	precinct
1814	North Carolina;Johnston County;PR07	precinct
1815	North Carolina;Johnston County;PR09	precinct
1816	North Carolina;Johnston County;ABSENTEE BY MAIL	absentee
1817	North Carolina;Johnston County;TRANSFER	transfer
1818	North Carolina;Johnston County;PR19	precinct
1819	North Carolina;Johnston County;PR10B	precinct
1820	North Carolina;Johnston County;PR11B	precinct
1821	North Carolina;Johnston County;PR20	precinct
1822	North Carolina;Johnston County;PR29A	precinct
1823	North Carolina;Johnston County;ONE STOP ARCHER LODGE	vote-center
1824	North Carolina;Johnston County;PR13	precinct
1825	North Carolina;Johnston County;ONE STOP CLEVELAND	vote-center
1826	North Carolina;Johnston County;ONE STOP CLAYTON	vote-center
1827	North Carolina;Jones County;P02	precinct
1828	North Carolina;Jones County;P07	precinct
1829	North Carolina;Jones County;P06	precinct
1830	North Carolina;Jones County;P03	precinct
1831	North Carolina;Jones County;PROVISIONAL	provisional
1832	North Carolina;Jones County;ONE STOP	vote-center
1833	North Carolina;Jones County;P05	precinct
1834	North Carolina;Jones County;ABSENTEE	absentee
1835	North Carolina;Jones County;P04	precinct
1836	North Carolina;Jones County;P01	precinct
1837	North Carolina;Lee County;C1	precinct
1838	North Carolina;Lee County;E1	precinct
1839	North Carolina;Lee County;A2	precinct
1840	North Carolina;Lee County;A1	precinct
1841	North Carolina;Lee County;B2	precinct
1842	North Carolina;Lee County;D2	precinct
1843	North Carolina;Lee County;C2	precinct
1844	North Carolina;Lee County;E2	precinct
1845	North Carolina;Lee County;OS-PAPER	precinct
1846	North Carolina;Lee County;PROVISIONAL	provisional
1847	North Carolina;Lee County;B1	precinct
1848	North Carolina;Lee County;D1	precinct
1849	North Carolina;Lee County;ABSENTEE	absentee
1850	North Carolina;Lincoln County;PROVISIONAL	provisional
1851	North Carolina;Lincoln County;ST36	precinct
1852	North Carolina;Lincoln County;IS23	precinct
1853	North Carolina;Lincoln County;TA37	precinct
1854	North Carolina;Lincoln County;LW18	precinct
1855	North Carolina;Lincoln County;BC13	precinct
1856	North Carolina;Lincoln County;CF19	precinct
1857	North Carolina;Lincoln County;LI14	precinct
1858	North Carolina;Lincoln County;DN29	precinct
1859	North Carolina;Lincoln County;LW31	precinct
1860	North Carolina;Lincoln County;LN11	precinct
1861	North Carolina;Lincoln County;OS-LINCOLN	precinct
1862	North Carolina;Lincoln County;NB35	precinct
1863	North Carolina;Lincoln County;OS-EAST	precinct
1864	North Carolina;Lincoln County;SL24	precinct
1865	North Carolina;Lincoln County;HC33	precinct
1866	North Carolina;Lincoln County;LS12	precinct
1867	North Carolina;Lincoln County;AS25	precinct
1868	North Carolina;Lincoln County;DW28	precinct
1869	North Carolina;Lincoln County;ABSENTEE	absentee
1870	North Carolina;Lincoln County;IS20	precinct
1871	North Carolina;Lincoln County;OS-WEST	precinct
1872	North Carolina;Lincoln County;OB21	precinct
1873	North Carolina;Lincoln County;BS26	precinct
1874	North Carolina;Lincoln County;DV08	precinct
1875	North Carolina;Lincoln County;LB34	precinct
1876	North Carolina;Lincoln County;WP32	precinct
1877	North Carolina;Lincoln County;TRANSFER	transfer
1878	North Carolina;Lincoln County;PC22	precinct
1879	North Carolina;Hyde County;PROVISIONAL	provisional
1880	North Carolina;Hyde County;ABSENTEE	absentee
1881	North Carolina;Hyde County;LL	precinct
1882	North Carolina;Hyde County;TRANSFER	transfer
1883	North Carolina;Hyde County;ENG	precinct
1884	North Carolina;Hyde County;SLAD	precinct
1885	North Carolina;Hyde County;BM	precinct
1886	North Carolina;Hyde County;FF	precinct
1887	North Carolina;Hyde County;SQ	precinct
1888	North Carolina;Hyde County;OS BOE	board-of-elections
1889	North Carolina;Hyde County;OCK	precinct
1890	North Carolina;Hyde County;OS OCK	vote-center
1891	North Carolina;Harnett County;PR07	precinct
1892	North Carolina;Harnett County;PR28	precinct
1893	North Carolina;Harnett County;ABSENTEE	absentee
1894	North Carolina;Harnett County;PR31	precinct
1895	North Carolina;Harnett County;OS ANDERSON	vote-center
1896	North Carolina;Harnett County;PROVISIONAL	provisional
1897	North Carolina;Harnett County;PR23	precinct
1898	North Carolina;Harnett County;PR20	precinct
1899	North Carolina;Harnett County;PR01	precinct
1900	North Carolina;Harnett County;PR08	precinct
1901	North Carolina;Harnett County;OS ANGIER	vote-center
1902	North Carolina;Harnett County;OS ERWIN	vote-center
1903	North Carolina;Harnett County;OS LOBBY	vote-center
1904	North Carolina;Harnett County;PR29	precinct
1905	North Carolina;Harnett County;PR26	precinct
1906	North Carolina;Harnett County;PR24	precinct
1907	North Carolina;Harnett County;PR32	precinct
1908	North Carolina;Harnett County;PR25	precinct
1909	North Carolina;Harnett County;OS WESTERN	vote-center
1910	North Carolina;Harnett County;PR16	precinct
1911	North Carolina;Hoke County;61	precinct
1912	North Carolina;Hoke County;12	precinct
1913	North Carolina;Hoke County;15	precinct
1914	North Carolina;Hoke County;62	precinct
1915	North Carolina;Hoke County;04	precinct
1916	North Carolina;Hoke County;63	precinct
1917	North Carolina;Hoke County;01	precinct
1918	North Carolina;Hoke County;14	precinct
1919	North Carolina;Hoke County;06B	precinct
1920	North Carolina;Hoke County;03	precinct
1921	North Carolina;Hoke County;05	precinct
1922	North Carolina;Hoke County;64	precinct
1923	North Carolina;Hoke County;65	precinct
1924	North Carolina;Hoke County;02	precinct
1925	North Carolina;Hoke County;13	precinct
1926	North Carolina;Martin County;ONE STOP	vote-center
1927	North Carolina;Martin County;PROVISIONAL	provisional
1928	North Carolina;Martin County;ABSENTEE	absentee
1929	North Carolina;Martin County;GN	precinct
1930	North Carolina;Martin County;HS	precinct
1931	North Carolina;Martin County;BG	precinct
1932	North Carolina;Martin County;R2	precinct
1933	North Carolina;Martin County;W2	precinct
1934	North Carolina;Martin County;HM	precinct
1935	North Carolina;Martin County;W1	precinct
1936	North Carolina;Martin County;GR	precinct
1937	North Carolina;Martin County;R1	precinct
1938	North Carolina;Martin County;PP	precinct
1939	North Carolina;Martin County;J	precinct
1940	North Carolina;Martin County;CR	precinct
1941	North Carolina;Martin County;W	precinct
1942	North Carolina;Jackson County;CUL	precinct
1943	North Carolina;Jackson County;SCC	precinct
1944	North Carolina;Jackson County;SSW	precinct
1945	North Carolina;Jackson County;CAN	precinct
1946	North Carolina;Jackson County;ABSENTEE	absentee
1947	North Carolina;Jackson County;CURBSIDE OS	vote-center
1948	North Carolina;Jackson County;PROVISIONAL	provisional
1949	North Carolina;Jackson County;GCK	precinct
1950	North Carolina;Jackson County;CURBSIDE ED	curbside
1951	North Carolina;Jackson County;GLV	precinct
1952	North Carolina;Jackson County;CFK	precinct
1953	North Carolina;Jackson County;TRANSFER	transfer
1954	North Carolina;Jackson County;WEB	precinct
1955	North Carolina;Jackson County;CAS	precinct
1956	North Carolina;Jackson County;SAV	precinct
1957	North Carolina;Jackson County;SND	precinct
1958	North Carolina;Jackson County;QUA	precinct
1959	North Carolina;Jackson County;BCK	precinct
1960	North Carolina;Jackson County;RIV	precinct
1961	North Carolina;Lenoir County;SW	precinct
1962	North Carolina;Lenoir County;PH1	precinct
1963	North Carolina;Lenoir County;K8	precinct
1964	North Carolina;Lenoir County;K3	precinct
1965	North Carolina;Lenoir County;K2	precinct
1966	North Carolina;Lenoir County;I	precinct
1967	North Carolina;Lenoir County;T2	precinct
1968	North Carolina;Lenoir County;MH	precinct
1969	North Carolina;Lenoir County;SH	precinct
1970	North Carolina;Lenoir County;V	precinct
1971	North Carolina;Lenoir County;K6	precinct
1972	North Carolina;Lenoir County;ABSENTEE	absentee
1973	North Carolina;Lenoir County;FC	precinct
1974	North Carolina;Lenoir County;T1	precinct
1975	North Carolina;Lenoir County;PH2	precinct
1976	North Carolina;Lenoir County;PROVISIONAL	provisional
1977	North Carolina;Lenoir County;C	precinct
1978	North Carolina;Lenoir County;K9	precinct
1979	North Carolina;Lenoir County;K4	precinct
1980	North Carolina;Lenoir County;W	precinct
1981	North Carolina;Lenoir County;N	precinct
1982	North Carolina;Lenoir County;CURBSIDE	curbside
1983	North Carolina;Lenoir County;K1	precinct
1984	North Carolina;Lenoir County;K7	precinct
1985	North Carolina;Lenoir County;K5	precinct
1986	North Carolina;Hertford County;CO	precinct
1987	North Carolina;Hertford County;M1	precinct
1988	North Carolina;Hertford County;A3	precinct
1989	North Carolina;Hertford County;OS BOE	board-of-elections
1990	North Carolina;Hertford County;ML	precinct
1991	North Carolina;Hertford County;WN	precinct
1992	North Carolina;Hertford County;BR	precinct
1993	North Carolina;Hertford County;UN	precinct
1994	North Carolina;Hertford County;OS AHOSKIE	vote-center
1995	North Carolina;Hertford County;SJ	precinct
1996	North Carolina;Hertford County;PROVISIONAL	provisional
1997	North Carolina;Hertford County;CM	precinct
1998	North Carolina;Hertford County;OS MBORO	vote-center
1999	North Carolina;Hertford County;A2	precinct
2000	North Carolina;Hertford County;M2	precinct
2001	North Carolina;Hertford County;A1	precinct
2002	North Carolina;Hertford County;HV	precinct
2003	North Carolina;Hertford County;MAIL ABSENTEE	absentee
2004	North Carolina;Macon County;02	precinct
2005	North Carolina;Macon County;11	precinct
2006	North Carolina;Macon County;14	precinct
2007	North Carolina;Macon County;ABSENTEE	absentee
2008	North Carolina;Macon County;10	precinct
2009	North Carolina;Macon County;13	precinct
2010	North Carolina;Macon County;15	precinct
2011	North Carolina;Macon County;PROVISIONAL	provisional
2012	North Carolina;Macon County;12	precinct
2013	North Carolina;Macon County;07	precinct
2014	North Carolina;Macon County;04	precinct
2015	North Carolina;Macon County;TRANSFER	transfer
2016	North Carolina;Macon County;06	precinct
2017	North Carolina;Macon County;03	precinct
2018	North Carolina;Macon County;09	precinct
2019	North Carolina;Macon County;OSBOE	board-of-elections
2020	North Carolina;Macon County;01	precinct
2021	North Carolina;Macon County;08	precinct
2022	North Carolina;Macon County;OSHOS	precinct
2023	North Carolina;Macon County;05	precinct
